country_name;country_iso2;state_id;state_name;state_iso2;city_id;city_name;latitude;longitude
Egypt;EG;3240;Red Sea;BA;31780;Al Quşayr;26.10426;34.27793
Egypt;EG;3240;Red Sea;BA;31811;El Gouna;27.39417;33.67825
Egypt;EG;3240;Red Sea;BA;31817;Hurghada;27.25738;33.81291
Egypt;EG;3240;Red Sea;BA;31834;Makadi Bay;26.99123;33.89952
Egypt;EG;3240;Red Sea;BA;31841;Marsa Alam;25.06305;34.89005
Egypt;EG;3240;Red Sea;BA;31856;Ras Gharib;28.35831;33.07829
Egypt;EG;3240;Red Sea;BA;31858;Safaga;26.74906;33.93891
Egypt;EG;3241;Beheira;BH;31759;Abū al Maţāmīr;30.91018;30.17438
Egypt;EG;3241;Beheira;BH;31760;Ad Dilinjāt;30.82796;30.53552
Egypt;EG;3241;Beheira;BH;31804;Damanhūr;31.03408;30.46823
Egypt;EG;3241;Beheira;BH;31820;Idkū;31.3073;30.2981
Egypt;EG;3241;Beheira;BH;31826;Kafr ad Dawwār;31.13379;30.12969
Egypt;EG;3241;Beheira;BH;31830;Kawm Ḩamādah;30.76128;30.69972
Egypt;EG;3241;Beheira;BH;31857;Rosetta;31.39951;30.41718
Egypt;EG;3241;Beheira;BH;31879;Ḩawsh ‘Īsá;30.9128;30.29019
Egypt;EG;3242;Luxor;LX;31832;Luxor;25.69893;32.6421
Egypt;EG;3242;Luxor;LX;31840;Markaz al Uqşur;25.62986;32.59017
Egypt;EG;3243;Minya;MN;31757;Abū Qurqāş;27.9312;30.83841
Egypt;EG;3243;Minya;MN;31778;Al Minyā;28.10988;30.7503
Egypt;EG;3243;Minya;MN;31797;Banī Mazār;28.5036;30.8004
Egypt;EG;3243;Minya;MN;31806;Dayr Mawās;27.64176;30.84662
Egypt;EG;3243;Minya;MN;31835;Mallawī;27.7314;30.84165
Egypt;EG;3243;Minya;MN;31842;Maţāy;28.41899;30.77924
Egypt;EG;3243;Minya;MN;31861;Samālūţ;28.31214;30.71007
Egypt;EG;3244;Ismailia;IS;31821;Ismailia;30.60427;32.27225
